,name,price,size
5181,Jilifen Inj 300mcg 1Vial,"Rs.3,300",1...
5182,Espogen Inj 2000IU 1PFSx0.5ml,Rs.920,5's
5183,Espogen Inj 10000IU 1Vial,"Rs.3,530",1pfsx0.5ml
5184,Espogen Inj 4000IU 1PFSx0.4ml,"Rs.1,700",1'sx0.4ml
5185,Geneleukim Inj 300mcg 1Vial,"Rs.3,300",50's
5186,Monofer Inj 100mg 5Ampx1ml,"Rs.2,258.95",5's
5187,Tropin Inj 2000IU 1PFS,"Rs.1,084",1PF
5188,Tropin Inj 4000IU 1PFS,"Rs.2,040",1PF
5189,Tropin Inj 6000IU 1PFS,"Rs.2,580",1PFS...
5190,Irobest Syp 60ml,Rs.76.36,60ml
5191,Gerepo 4000iu 1 Prefilled Syringe,"Rs.2,040",1's
5192,Gerepo 2000iu 1 Prefilled Syringe,"Rs.1,100",1's
5193,Irobest Syp 120ml,Rs.138.21,120ml
5194,Cefol Tab 20's,Rs.260,20's...
5195,Irocell Inj 100mg/5ml 5's,"Rs.1,250",5's
5196,Ferris Inj 100mg/5ml 5Ampx5ml,"Rs.1,820.75",5Ampx5ml
5197,Foliz Tab 600mcg 30's,MRP Rs.445 20% off Rs.356,30's
5198,Maltofer Fol Tab 100mg/0.35mg 30â€™s,Rs.468.54,30's
5199,Jilifen Inj 300mcg 1Vial,"Rs.3,300",1...
5200,Espogen Inj 2000IU 1PFSx0.5ml,Rs.920,5's
5201,Espogen Inj 10000IU 1Vial,"Rs.3,530",1pfsx0.5ml
5202,Espogen Inj 4000IU 1PFSx0.4ml,"Rs.1,700",1'sx0.4ml
5203,Geneleukim Inj 300mcg 1Vial,"Rs.3,300",50's
5204,Monofer Inj 100mg 5Ampx1ml,"Rs.2,258.95",5's
5205,Human Albumin 20% Inf 100ml...,"Rs.16,490",100ml
5206,Tropin Inj 2000IU 1PFS,"Rs.1,084",1PF
5207,Tropin Inj 4000IU 1PFS,"Rs.2,040",1PF
5208,Tropin Inj 6000IU 1PFS,"Rs.2,580",1PFS...
5209,Irobest Syp 60ml,Rs.76.36,60ml
5210,Gerepo 4000iu 1 Prefilled Syringe,"Rs.2,040",1's
5211,Gerepo 2000iu 1 Prefilled Syringe,"Rs.1,100",1's
5212,Irobest Syp 120ml,Rs.138.21,120ml
5213,Cefol Tab 20's,Rs.260,20's...
5214,Irocell Inj 100mg/5ml 5's,"Rs.1,250",5's
5215,Ferris Inj 100mg/5ml 5Ampx5ml,"Rs.1,820.75",5Ampx5ml
5216,Diclair-ST Inj 1.5MIU 1Vial,"Rs.6,375",1Vial
5217,Foliz Tab 600mcg 30's,MRP Rs.445 20% off Rs.356,30's
5218,Ogrel Plus-81 Tab 75mg/81mg 10's,Rs.175,10's
5219,Warfin Tab 5mg,Rs.900,100's
5220,Warfin Tab 2.5mg 100â€™s,Rs.451.50,100's
5221,Maltofer Fol Tab 100mg/0.35mg 30â€™s,Rs.468.54,30's
5222,Maxna Cap 500mg 10's,Rs.176.84,10's
5223,Biguanil Tab 250mg 10x10's,MRP Rs.88.29 4% off Rs.84.76,100's
5224,Piozone Plus Tab 500Mg/15Mg,MRP Rs.98 5% off Rs.93.10,14's
5225,Piozone Plus Tab 850Mg/15Mg,MRP Rs.100 5% off Rs.95,14's
5226,Viptin Met Tab 50mg/850mg 14's,Rs.375,14's
5227,Viptin Met Tab 50mg/500mg 14's,Rs.370,14's
5228,Viptin Met Tab 50mg/1000mg 14's,Rs.400,14's
5229,Neodipar Tab 500mg 5x10's,Rs.103.09,50's
5230,Neodipar Tab 850mg 3x10's,Rs.90.72,30's
5231,Glitos Plus Tab 15mg/500mg 14's,MRP Rs.105 5% off Rs.99.75,14's
5232,Glitos Plus Tab 15mg/850mg 14's,MRP Rs.107 5% off Rs.101.65,14's
5233,Glumet Tab 500mg 5x10's,Rs.55,
5234,Metliptin Tab 50mg/850mg 28's,Rs.750,28's
5235,Metfor Tab 500mg 50's,Rs.54,50's
5236,Metfor Tab 1g 5x10's,Rs.84.15,50's
5237,Metfor Tab 850mg 3x10's,Rs.36,30's
5238,Metfor Tab 850mg 5x10's,Rs.60,50's
5239,Orinase-Met Tab 1mg/500mg 30's,Rs.219.16,20's
5240,Orinase-Met Tab 2mg/500mg 30's,Rs.336,30's
5241,Metadox Tab 1000mg 5x10's,Rs.98,10vialx1ml
5242,Metadox Tab 500mg 5x10's,Rs.50,20's
5243,Metadox Tab 850mg 3x10's,Rs.60,50's
5244,Metadox Tab 850mg 5x10's,Rs.95,50's
5245,Getformin Tab 1mg/500mg,MRP Rs.219.15 5% off Rs.208.19,30's
5246,Getformin Tab 2mg/500mg 30Æ’??s,MRP Rs.360.87 5% off Rs.342.83,30's
5247,Zafnol Tab 50mg 20's,Rs.49.10,20's
5248,Zafnol Tab 50mg 10's,Rs.30.23,10's
5249,Controbeat Tab 100mg 20's,Rs.100,20's
5250,Controbeat Tab 25mg 20's,Rs.51,20's
5251,Controbeat Tab 50mg 20's,Rs.74,20's
5252,Ethinolol Tab 50mg 14's,Rs.26,14's
5253,Ethinolol Tab 100mg 14's,Rs.43,14's
5254,Anvol Tab 5mg 14's,Rs.218.49,14's
5255,Anvol Tab 2.5mg 14's,Rs.118.06,14's
5256,Anvol Tab 10mg 14's,Rs.327.15,14's
5257,Nibovo Tab 2.5mg 3x10's,Rs.289.22,3x10's
5258,Nibovo Tab 5.0mg 2x15's,Rs.526.42,2x15's
5259,Nibovo Tab 10.0mg 1x10's,Rs.282.22,1x10's
5260,Actiprolol Tab 5mg 14's,Rs.75,14's
5261,Actiprolol Tab 5mg 2x10's,Rs.125,20's
5262,Cara-Prop Tab 10mg 5x10's,Rs.40,50's
5263,Cara-Prop Tab 40mg 50's,Rs.88,51vialx2ml
5264,Slective Tab 50mg 2x10's,Rs.74,30g
5265,Cardat 50mg 2x10's,Rs.93.61,20's
5266,Cardat 100mg 2x10's,Rs.126.50,20's
5267,Bispa Tab 2.5mg 14's,Rs.33.40,14's
5268,Bispa Tab 5mg 20's,Rs.132.96,20's
5269,Bispa Tab 10mg 20's,Rs.240,20's
5270,Blokium DIU Tab 100mg/25mg 20's,Rs.190,7's
5271,Wilgesic Forte Tab 650mg/50mg 10's,Rs.631.83,10's
5272,Biforge Tab 5/80mg 14's,Rs.140,14's
5273,Somno 5mg Tab 30's,Rs.400,30's
5274,Vonozan Tab 20mg 14's,Rs.546,14's
5275,Rigix Oral Drop 15ml,Rs.103.45,120ml...
5276,Daplazole 30mg Cap 30's,Rs.451,30's...
5277,Omeprazol 8.7mg/1ml 30ml,Rs.465,30mlMarketed...
5278,Ora-D Oral Drops 10ml,Rs.350,10...
5279,Eno Reguler Powder Sachet 12's,Rs.90.49,12'sMarketed...
5280,Sod Cream 1's,Rs.320,1's
5281,Medac Face Wash 60ml,Rs.582.35,60ml
5282,Tasmi AM 5+80mg 14's,Rs.476, 14's
5283,Desferal Inj 500mg 10Vial,"Rs.3,615.71",10VialMarketed...
5284,Zindigi Dispersible Tab 10mg 14's,Rs.55.79,14'sMarketed...
5285,Exinofin Tab 250mg 1x10's,Rs.550,1x10'sMarketed...
5286,Xenglu Met XR Tab 10/1000mg...,Rs.371,14's
5287,Taclekin 1mg Caps 30's,"Rs.1,785.30",30's
5288,Nelaton Catheter 12FR 1's,Rs.40,
5289,Calxigo + Tab,Rs.770,20's...
5290,KefenTech Plaster 30mg 10's,Rs.600,10's
5291,Garent-C Tablet 30's,Rs.410,30's...
5292,Entox-P Tab 630mg 100's,Rs.206.20,100's
5293,Ozempic Inj 0.5 1 pre...,"Rs.19,395",1PFP...
5294,Phlogin SR-100 Cap 100mg 10's,Rs.263.15,2x10's
5295,Charm Natural Lavender Soap 1's,Rs.390,1's
5296,Charm Natural Activated Charcoal Soap...,Rs.390,1's
5297,Charm Natural Eucalyptus Soap 1's,Rs.390,1's
5298,Charm Natural Lavender & Mint...,Rs.195,4ml...
5299,Charm Natural Aromatherapy Daily Face...,Rs.790,100ml...
5300,Charm Natural Grapefruit and Eucalyptus...,Rs.820,250ml
5301,Charm Natural Exotic Body Butter...,"Rs.1,040",150ml...
5302,Magic Mint Lip balm,Rs.60,15ml
5303,Banana Butter Lip balm,Rs.60,1...
5304,Orange Marmalade Lip balm,Rs.60,Lip...
5305,Chocolate Whip Lip balm,Rs.60,1's
5306,Vanilla Fluff Lip balm,Rs.60,15ml
5307,Strawberry Smoothie Lip balm,Rs.60,1's
5308,Aquaphil Hand Sanitizer 120ml,Rs.350,120ml
5309,Aquaphil Healing Oint 100gm,Rs.199,100gm
5310,Dermira Foaming Cleanser 120ml,"Rs.1,499",120ml
5311,Xelite Cream 30gm,"Rs.1,050",1's
5312,Xilent Cream 30gm,"Rs.1,099",1's
5313,Xelite Face Wash 120ml,Rs.800,120ml
5314,Xilent Face Wash 120ml,Rs.800,120ml
5315,Xilent Soap 75gm,Rs.299,1's
5316,Eye Lashes - Brilliance 1's,Rs.786,1...
5317,L'Oreal Paris Smooth Intense Shampoo...,Rs.178.63,1's
5318,L'OrÃ©al Paris Casting Hair Colour...,Rs.939.31,1's
5319,Garnier Light 3In1 Facial Wash...,Rs.199.01,50g
5320,Garnier Skin Naturals Bb Nat...,Rs.599,1's
5321,Skin Natural Bb Medium Oil...,Rs.599,40ml
5322,Skin Natural Men Powerlight Face...,Rs.168.99,1vialx0.5ml
5323,Banana Mania Cleanser,Rs.850.01,1's
5324,Citrus Berry Cleanser,Rs.850.01,1's
5325,Ravishing Rose Cleanser,Rs.850.01,1's
5326,Happy Lips Ice-Cream Balm,Rs.650.01,1's
5327,Happy Lips Fruity Balm,Rs.650.01,1's
5328,Essential Day Cream 50g,"Rs.1,150.11",50g
5329,Safron Complexion Builder 50g,"Rs.1,625.13",50g
5330,Daily Essential Facewash - Lavender...,Rs.939.51,250ml
5331,Organic Aloe Vera Gel 135g,Rs.939.51,135g
5332,Age Defying Serum 50ml,"Rs.1,834.56",50ml
5333,Organic Age Defying Cream 50g,"Rs.2,399.67",50g
5334,Lavender Essential Oil 10ml,Rs.589.68,10ml
5335,Ultra Moisturising Organic Hand and...,Rs.420.03,50g
5336,Organic Cleanser & Make-up Remover...,Rs.939.51,150g
5337,Restylane Inj 20mg 1PFS,"Rs.24,000",1PF
5338,Medlite Skin Lightening Cream 30gm,"Rs.1,050",30gm
5339,Epibright Skin Lightening Cream 30gm,Rs.595,30g...
5340,Charm Natural Grapefruit Lip Balm...,Rs.195,5ml
5341,Charm Natural Orange & Cinnamon...,Rs.195,4ml
5342,Xilent Cream 30gm,"Rs.1,099",1's
5343,Rashnil Cream 50g,Rs.107.79,50g
5344,Ez Kid Cream 20G,Rs.56,20gm
5345,TVC Moisturizing Hand Soap Delicate...,MRP Rs.201.25 5% off Rs.191.19,500ml...
5346,TVC Moisturizing Hand Soap Strawberry...,MRP Rs.201.25 5% off Rs.191.19,500ml...
5347,TVC Moisturizing Hand Soap Japnnese...,MRP Rs.201.25 5% off Rs.191.19,500ml...
5348,Skin Hydrating creamy Hand Soap...,Rs.247.25,500...
5349,Skin Hydrating creamy Hand Soap...,Rs.247.25,500...
5350,Skin Hydrating creamy Hand Soap...,Rs.247.25,500...
5351,Skin Hydrating creamy Hand Soap...,Rs.247.25,500...
5352,Silken CREAMY Luxurious Hand Soap...,Rs.247.25,500...
5353,Silken CREAMY Luxurious Hand Soap...,Rs.247.25,500...
5354,Silken CREAMY Luxurious Hand Soap...,Rs.247.25,500...
5355,Silken CREAMY Luxurious Hand Soap...,Rs.247.25,500...
5356,Hand Sanitizer 200ml,Rs.800,200ml...
5357,Activated Charcoal Soap 1's,Rs.500,1's
5358,Almond Bar Soap 1's,Rs.450.01,1's
5359,Goat Milk Bar Soap 1's,Rs.450.01,1's
5360,Lavender Bar Soap 1's,Rs.450.01,1's
5361,Jasmine Tea Bar Soap 1's,Rs.450.01,1's
5362,Lemon Bar Soap 1's,Rs.450.01,1's
5363,Oatmeal Bar Soap 1's,Rs.450.01,1's
5364,Peppermint Bar Soap 1's,Rs.450.01,1's
5365,Raspberry Bar Soap 1's,Rs.450.01,1's
5366,Strawberry Bar Soap 1's,Rs.450.01,1's
5367,Activated Charcoal Soap 110g,Rs.409.50,110g
5368,Nourishing Goats Milk Soap 110g,Rs.409.50,110g
5369,Mospel Flip Top Liq 45ml,Rs.200,45ml
5370,Ultra Muskol Lotion 50ml,Rs.110,50ml...
5371,Urealy 50 Gel 60ml,Rs.390,60ml
5372,Mos Hit Mosquito Repellent Body...,MRP Rs.244.38 5% off Rs.232.16,100ml
5373,Mos Hit Mosquito Repellent Body...,MRP Rs.244.38 5% off Rs.232.16,100ml
5374,Repello Balm,Rs.300,1's
5375,Zanxim Syp 200mg/5ml 30ml,Rs.306,30ml
5376,Zanxim Cap 400mg 5's,Rs.331,5's
5377,Gemgex Tab 320mg 7's,Rs.799,7's
5378,Veltimox Tab 400mg 5's,Rs.400,5's
5379,Xpertec Cap 400mg 5's,Rs.330,5's
5380,Xpertec Susp 100mg/5ml 1's,Rs.160,1's
5381,Xpertec Susp 200mg/5ml 1's,Rs.239.49,1's
5382,Phyxone IV Inj 500mg 1's,Rs.170,1's
5383,Phyxone IV Inj 1000mg 1's,Rs.285,1's
5384,Amak Inj 50mg/1ml 5Ampx1ml,Rs.139.05,5Ampx1ml
5385,Amak Inj 100mg/2ml 5Ampx2ml,Rs.228.52,5Ampx2ml
5386,Amak Inj 250mg/2ml 1Ampx2ml,Rs.79.80,1Ampx2ml
5387,Amak Inj 500mg/2ml 1Ampx2ml,Rs.151.14,1Ampx2ml
5388,Levodor Tab 250mg 10's,Rs.250,10's
5389,Levodor Tab 500mg 10's,Rs.416,10's
5390,Solocip Tab 250mg 10's,Rs.130,10's
5391,Solocip Tab 500mg 10's,Rs.215,10's
5392,Moxila Tab 400mg 5's,Rs.475,5's
5393,Levite Tab 250mg 10's,Rs.125,10's
5394,Zeemox Cap 500mg 20's,MRP Rs.149 5% off Rs.141.55,20's
5395,Zeemox Tab 1g 10's,MRP Rs.174 5% off Rs.165.30,10's
5396,Cefspan Cap 400mg,Rs.545.21,5's
5397,Cefiget Cap 400mg 5Æ’??s,Rs.394.51,5's
5398,Ciof Tab 200mg 10â€™s,Rs.90,10's
5399,Lacteus 3 Milk Powder 400g,"Rs.1,290",400g
5400,Lacteus AR Milk Powder 400g,"Rs.1,430",400g
5401,Meiji FU Powder 900g,"Rs.2,980",900g
5402,Meiji FU Powder 400g,"Rs.1,395",400g
5403,Morinaga Bf-1 Powder Milk 400g,"Rs.1,440",400g
5404,Morinaga Bf-1 Powder Milk 900g,"Rs.3,250",900g
5405,Morinaga Bf-2 Powder Milk 900g,"Rs.3,124",900g...
5406,Cow & Gate Almiron Powder...,Rs.630,50's
5407,Cow & Gate Almiron powder...,"Rs.1,600",120ml
5408,Cow & Gate Blue -2...,Rs.502,200g
5409,Cow & Gate Blue- 2...,Rs.972,400g
5410,Cow & Gate Soya Powder...,Rs.478.63,200g
5411,Cow & Gate Step-Up 3...,Rs.945,400g
5412,Cerelac Wheat 350g,Rs.450,350g
5413,Cerelac Wheat 175g,Rs.240,175g
5414,Cerelac 3 fruits 350g,Rs.445,1...
5415,Cerelac 3 fruits 175g,Rs.260,175g
5416,Cerelac Banana 175g,Rs.270,175g
5417,Cerelac Orange Apple 175g,Rs.260,175g
5418,Cerelac Strawberry Apple 175g,Rs.270,175g
5419,Cerelac Yellow Fruits 175g,Rs.380,175g
5420,Cerelac Red Fruits 175g,Rs.380,175g
5421,Cerelac Nutripuffs Banana Strawberry 50g,Rs.200,50g
5422,ECD GROW 3 Milk Powder...,"Rs.1,550",400g...
5423,Rashnil Cream 50g,Rs.107.79,50g
5424,Ez Kid Cream 20G,Rs.56,20gm
5425,Enfamil A+ Premature Powder 400g,"Rs.2,478",400g
5426,Morinaga Bf-2 Powder Milk 400g,"Rs.1,440",400g...
5427,Morinaga Bf-P Powder Milk 400g,"Rs.1,393",400g...
5428,ECD GROW 3 Milk Powder...,"Rs.1,550",400g...
5429,Enfamil A+ Premature Powder 400g,"Rs.2,478",400g
5430,Morinaga Bf-2 Powder Milk 400g,"Rs.1,440",400g...
5431,Morinaga Bf-P Powder Milk 400g,"Rs.1,393",400g...
5432,Johnson's Baby Regular Soap 100g,Rs.120,100g
5433,Johnson's Baby Milk Soap 100g,Rs.120,100g
5434,Johnson's Baby Blossom Powder 50g,Rs.41.03,50g
5435,Johnson's Baby Blossom Powder 100g,Rs.128.21,100gm
5436,Johnson's Baby TTT Bath 100ml,Rs.94.02,100ml
5437,Johnson's Baby TTT Bath 200ml,Rs.162.39,200ml
5438,Johnson's Baby Milk Bath 100ml,Rs.94.02,100ml
5439,Johnson's Baby Nourishing Milk Powder...,Rs.41.03,50g
5440,Johnson's Baby Bedtime Bath 200ml,Rs.213.68,200ml
5441,Johnson's Baby Nourishing Milk Powder...,Rs.68.38,100g
5442,Johnson's Baby Peach Bath 200ml,Rs.380,200ml
5443,Johnson's Baby Bedtime Powder 50g,Rs.41.03,50gm
5444,Johnson's Baby Bedtime Bath 500ml,Rs.282.05,500ml
5445,Johnson's Baby Bedtime Powder 100g,Rs.68.38,100g
5446,Johnson's Baby Bedtime Powder 200g,Rs.209.40,200g
5447,Johnson's Baby Cooling Powder 100g,Rs.68.38,100gm
5448,Johnson's Baby Cooling Powder 200g,Rs.350,200gm
5449,Johnson's Baby Gold Shampoo 200ml,Rs.213.68,200ml
5450,Johnson's Baby Lotion 200ml,Rs.153.85,200ml
5451,Johnson's Baby No More Tangles...,Rs.159.83,200ml
5452,Johnson's Baby Oil 125ml,Rs.153.85,125ml
5453,Johnson's Baby Oil 200ml,Rs.350,200ml
5454,Johnson's Baby Blossoms Soap 100g,Rs.102.56,100g
5455,Johnson's Baby Shampoo 200ml,Rs.365,200ml...
5456,Fortide MDI Hfa Inh 6mcg/200mcg...,MRP Rs.760 5% off Rs.722,1's
5457,Combivair 200 Rotacap Cap 30's,Rs.371.65,30's
5458,Combivair 400 Rotacap Cap 30's,Rs.424.16,30's
5459,Mactifen Syp 1.38mg/5ml 60ml,"Rs.42,845",60ml
5460,Mactifen Cap 1.38mg 20's,MRP Rs.90.07 5% off Rs.85.57,20's
5461,Asmofen Syp 1mg/5ml 60ml,MRP Rs.65 5% off Rs.61.75,60ml
5462,Asthacure Syp 1Mg/5Ml 60Ml,MRP Rs.43 5% off Rs.40.85,60ml
5463,Asthacure Tab 1Mg,MRP Rs.70 5% off Rs.66.50,30's
5464,Zatofen Syp 1mg/5ml 60ml,Rs.106.60,60ml
5465,Zatofen Tab 1mg 30's,Rs.300,30'sMarketed...
5466,Proasma Syp 1mg/5ml 60ml,Rs.72.45,60ml
5467,Proasma Tab 1mg 3x10's,Rs.102.35,30's
5468,Easair Dry Susp 20mcg/ml 60ml,Rs.230,60ml
5469,Easair Tab 80mcg 10's,Rs.188,10's
5470,Asfen Syp 0.2mg/ml 60ml,Rs.45.99,60ml
5471,Asfen Tab 1mg 3x10's,Rs.65.67,30's
5472,Asthotifen Syp 1mg/5ml 60ml,Rs.63.69,60ml
5473,Asthotifen Tab 1mg 30's,Rs.72.56,30's
5474,B-Form Rota caps 200+6mcg 3x10's,Rs.329.70,3x10's
5475,Zofen Syp 60ml,Rs.43,60ml
5476,Zofen Syp 60ml,Rs.43,60ml
5477,Amacure Tab 5mg 2x7's,Rs.240,14's
5478,Amacure Tab 10mg 2x7's,Rs.392.15,14's
5479,Agolix Syp 100mg/5ml 60ml,Rs.96.28,20's
5480,Buterol Oral Solution 5mg /5ml...,Rs.117.02,12's
5481,Buterol Tab 10mg 30's,Rs.375,15ml
5482,Purgo Tab 5mg 14's,Rs.210,20's
5483,Procarol Syp 25mcg 120ml,Rs.77,7's
5484,Purgo Tab 10mg 14's,Rs.275,120ml
5485,Monty Tab 5mg 14's,Rs.240,14's
5486,Monty Tab 10mg 14's,Rs.310,10's
5487,Ardis Tab 10mg 2x7's,Rs.310,2x7's
5488,Airows Tab 10mg 14's,Rs.270,2×7's
5489,Airows Sachet 4mg 14's,Rs.238,14's
5490,Cell Kast Tab 14's,Rs.382.06,14's
5491,Combihale Respules 0.5mg+2.5mg/2.5ml 5's,Rs.407.36,2.5ml
5492,Easehale Respules 0.025% 2ml 5's,Rs.370.32,5x2ml
5493,Levhale Respules 0.63mg/3ml 20's,Rs.338,20...
5494,Montika Film Coated Tab 10mg...,Rs.378,14's
5495,Ventolin SR Tab 4mg 100's,Rs.168.82,100's
5496,Ventolin SR Tab 8mg 20's,Rs.44.13,20's
5497,Ventolin Tab 2mg 100's,Rs.146,100's
5498,Ventolin Tab 4mg 120's,Rs.209.21,120's
5499,Britanyl Tab 2.5mg 10x10s,Rs.188.83,100's
5500,Signa Tab 50mg 2x10's,Rs.80,
5501,Signa Tab 75mg 2x10's,Rs.102,
5502,Ufenac SR Tab 100mg 30's,Rs.245,
5503,Difsom SR Cap 100mg 2x10's,Rs.70,1vial
5504,Antiflam Tab 50mg 3x10's,MRP Rs.175 5% off Rs.166.25,3x10's
5505,Diclozaf Tab 100mg 30's,Rs.162.52,30's
5506,Diclozaf Tab 100mg 200's,Rs.653.10,200's
5507,Diclozaf Tab 25mg 30's,Rs.52.25,30's
5508,Diclozaf Tab 25mg 500's,Rs.653.10,500's
5509,Diclozaf Tab 50mg 20's,Rs.68.58,20's
5510,Diclozaf Tab 50mg 500's,Rs.740.79,500's
5511,Acenac SR Cap 200mg 30's,Rs.356.80,30's
5512,Acenac Tab 100mg 3x10's,Rs.270,3x10's
5513,Demsun Tab 75mg 2x10's,Rs.103,20's
5514,Acelo SR Cap 200mg 30's,Rs.251.75,30's
5515,Acelo Tab 100mg 30's,Rs.142.50,30's
5516,Carafenac-P Tab 75mg 2x10's,Rs.90,20's
5517,Ame-Fenac 50mg Tab 200's,Rs.552,200's
5518,Medifen-SR Tab 100mg 3×10’s,Rs.200,3x10’s
5519,Daikin Tab 75mg 2x10's,Rs.90,2x10's
5520,Medifen Cap 100mg 2x10's,Rs.70,2x10's
5521,Aceclocare Tab 100mg 10's,Rs.80.21,10's
5522,Airtal Tab 100mg 10's,Rs.134.85,10's
5523,Phlogin SR-100 Cap 100mg 10's,Rs.263.15,2x10's
5524,Calnox Powder Sachet 50‘s,Rs.134.99,50's
5525,Canderel Sweetener Tab 100's,Rs.145,100's
5526,Canderel Sweetener Tab 200's,Rs.265,200's
5527,Canderel Sweetener Powder 1gx50 Sachet,Rs.220,1gx50...
5528,Canderel Sweetener Hs Jar 125g,Rs.415,125g
5529,Canderel Sweetener Hs Pouch 100g,Rs.325,100g
5530,Canderel Sweetener Sticks 50's,Rs.220, 50's
5531,Sucral Jar 84gmx1's,Rs.415,84gmx1's
5532,Sucral Tab 50's,Rs.50.01,50's
5533,Sucral Sachets 50's,Rs.145,50's
5534,Sucral Tab100's,Rs.120,100's
5535,Sucral Powder 100gmx1's,Rs.230,1's
5536,Sucofin Table-Top Sweetener Tab 650's,Rs.625,650's
5537,Sucofin Table-Top Sweetener Tab 100's,Rs.100,100's
5538,Stevo Sugar 100gm,Rs.750,100gm
5539,Sucofine Table-Top Sweetener Tab 100's,Rs.120,100's
5540,Sucofine Table-Top Sweetener Tab 200's,Rs.220,200's
5541,Sucofine Table-Top Sweetener Tab 650's,Rs.650,650's
5542,Sucofine Table-Top Sweetener Tab 1200's,Rs.990,1200's
5543,Medeco insulin Syringe 1cc 31G...,Rs.250,10's...
5544,Myozyme Inf 50mg (Powder for...,"Rs.97,604.32",1's
5545,Epitize Chewable Tab (Tutti Frutti...,Rs.351,14's
5546,Hunger UP Syp 120ml,Rs.230,120ml
5547,Neosegor Syp 0.5mg/5ml 60ml,Rs.40,60ml
5548,Neosegor Syp 0.5mg/5ml 120ml,Rs.60,120ml
5549,Mosegor Tab 0.5mg 30's,Rs.334.20,30's
5550,Mosegor Syp 0.25Mg/5Ml 60Ml,Rs.75.60,60ml
5551,Mosegor Syp 0.25mg/5ml 120ml,Rs.172.91,120ml
5552,Cestonil Plus Syp 120ml,Rs.125,120ml
5553,Cestonil Plus Syp 60ml,Rs.76.48,60ml
5554,Cestonil Syp 0.5mg/10ml 60ml,MRP Rs.36.12 5% off Rs.34.31,60ml
5555,Cestonil Syp 0.5mg/10ml 120ml,MRP Rs.59.90 5% off Rs.56.91,120ml
5556,Cestonil Tab 0.5mg 30's,MRP Rs.100 5% off Rs.95,30's
5557,Trimetabol Syp 120ml,Rs.155.99,120ml
5558,Apperize Syp 120ml 1's,Rs.180,1's
5559,MVG Gold Drops 15ml 1's,Rs.300,15ml...
5560,Perkup Syp 120ml,MRP Rs.180 5% off Rs.171,120ml
5561,Tizer Syp 120ml,Rs.180,120ml
5562,10-Up Syp 120ml,Rs.172,50's
5563,Mozgor Syp 120ml,Rs.146.96,120ml
5564,Mozgor Syp 60ml,Rs.41.32,60ml
5565,Aptimax Syp 120ml,Rs.189,120ml...
5566,Aptimax Plus Syp 120ml,Rs.199,120ml
5567,Aspite Syp 120ml,Rs.195,120ml
5568,Appe-5 120ml,Rs.194,120ml
5569,Brexel Tab 3mg 30's,MRP Rs.122 5% off Rs.115.90,30's
5570,Niquil Tab 3mg 30's,Rs.189,30's
5571,Bromalex Tab 3mg 30's,MRP Rs.138 5% off Rs.131.10,30's
5572,Relaxin Tab 3mg 30's,Rs.148.56,30's
5573,Lexotanil Tab 3mg 30's,Rs.234.47,
5574,Valium Tab 5mg 30's,Rs.41.24,
5575,Lexotanil Tab 3mg 10's,Rs.78.18,
5576,Bromed Tab 3mg 3x10's,MRP Rs.65 5% off Rs.61.75,30's
5577,Relaxital Tab 3mg 30's,Rs.90,30's
5578,Diazepam Tab 5mg 1000's Jar,Rs.212.16,1vialx20ml
5579,Sambro Tab 3mg 30's,Rs.146.22,30's
5580,Brozap Tab 3mg 3x10's,Rs.65,30's
5581,Steer Tab 10mg 3x10's,Rs.330,30's
5582,Vazepam Tab 2mg 10's,Rs.10,10's
5583,Vazepam Tab 5mg 3x10’s,Rs.18,30's
5584,Tensium Tab 3mg 3x10's,Rs.109.20,30's
5585,T-Quil Tab 3mg 3x10's,Rs.200,30's
5586,Xepulse Tab 7.5mg 10'S,Rs.90,10's
5587,Xepam sol 5mg/5ml 120ml,Rs.95.18,60ml
5588,Novatil Tab 5mg 30'S,Rs.251.64,30's
5589,Benzodep Tab 5mg 3x10's (Zaka...,Rs.340,3x10's
5590,Busron Tab 5mg 3x10's,Rs.336,30's
5591,Stresam Cap 50mg 60's,Rs.924.58,60's
5592,Benzodep Tab 5mg 3x10's (Zaka...,Rs.340,3x10's
5593,Pyodine Sol 10% 450ml,Rs.461.63,450ml
5594,Pyodine Sol 10% 60ml,Rs.91.01,60ml
5595,ZN Bar 90g,Rs.165.01,90g
5596,Polyfax Skin Oint 20g x...,Rs.154.29,20g
5597,Polyfax Skin Oint 20g,Rs.79.04,20g
5598,Polyfax Plus Oint 20gm,Rs.116.90,20g
5599,Wondseptic Sol 50ml,MRP Rs.40 5% off Rs.38,50ml
5600,Septinil Scrub 7.5% 60ml,Rs.20,60ml
5601,Septinil Scrub 7.5% 450ml,Rs.100,450ml
5602,Septinil Sol 10% 60ml,Rs.25,60ml
5603,Septinil Sol 10% 450ml,Rs.100,450ml
5604,Methylene Blue Cap 50's,Rs.450,50's
5605,Tincture Iodine 30ml,Rs.60,30ml
5606,Contrathion Inj 200mg 10 Amp,"Rs.5,000",10...
5607,Polyvalent Anti Snake Venom Serum...,"MRP Rs.1,521.45 5% off Rs.1,445.38",1Vial
5608,Sll Polyvalent Anti Snake Venom...,"Rs.1,521.18",1vial
5609,P-Doxime Inj 200mg 10Ampx10ml,"Rs.2,310.74",10Ampx10ml
5610,Snake Venom Anti-Serum Inj 1Vial,"Rs.1,840",1Vial
